image_file,group_key,gt_type,gt_part,gt_integrity,gt_material,baseline_pred_type,baseline_pred_part,baseline_pred_integrity,baseline_pred_material,al_pred_type,al_pred_part,al_pred_integrity,al_pred_material,baseline_correct_type,baseline_correct_part,baseline_correct_integrity,baseline_correct_material,al_correct_type,al_correct_part,al_correct_integrity,al_correct_material,wins_count,regressions_count,both_wrong_count
data/raw/images/Нц-45-0530_orig.jpg,Нц-45-0530,тарелка,__MISSING__,фрагмент,фаянс,тарелка,донце,фрагмент,фаянс,крышка,донце,фрагмент,фаянс,1,0,1,1,0,0,1,1,0,1,1
data/raw/images/Нц-45-0573_orig.jpg,Нц-45-0573,изразец,__MISSING__,фрагмент,керамика,изразец,профиль,фрагмент,керамика,изразец,профиль,целый,керамика,1,0,1,1,1,0,0,1,0,1,1
data/raw/images/Нц-45-1035_orig.jpg,Нц-45-1035,изразец,__MISSING__,фрагмент,керамика,изразец,венчик,фрагмент,керамика,изразец,ручка,фрагмент,керамика,1,0,1,1,1,0,1,1,0,0,1
data/raw/images/Нц-45-1444_orig.jpg,Нц-45-1444,тарелка,венчик,фрагмент,фарфор,тарелка,донце,фрагмент,фарфор,тарелка,донце,фрагмент,фарфор,1,0,1,1,1,0,1,1,0,0,1
data/raw/images/Нц-45-1460_orig.jpg,Нц-45-1460,изразец,__MISSING__,фрагмент,керамика,изразец,донце,фрагмент,керамика,изразец,ручка,фрагмент,керамика,1,0,1,1,1,0,1,1,0,0,1
data/raw/images/Нц-45-1476_orig.jpg,Нц-45-1476,изразец,__MISSING__,фрагмент,керамика,изразец,донце,фрагмент,керамика,изразец,донце,фрагмент,керамика,1,0,1,1,1,0,1,1,0,0,1
data/raw/images/Нц-46-150_orig.jpg,Нц-46-150,крышка,ручка,фрагмент,фаянс,крышка,профиль,целый,фарфор,крышка,профиль,целый,фарфор,1,0,0,0,1,0,0,0,0,0,3
data/raw/images/Нц-46-170_orig.jpg,Нц-46-170,тарелка,__MISSING__,фрагмент,фарфор,блюдце,донце,фрагмент,фарфор,блюдце,профиль,фрагмент,фарфор,0,0,1,1,0,0,1,1,0,0,2
data/raw/images/Нц-46-210_orig.jpg,Нц-46-210,тарелка,__MISSING__,фрагмент,фарфор,тарелка,профиль,фрагмент,фарфор,тарелка,профиль,фрагмент,фарфор,1,0,1,1,1,0,1,1,0,0,1
data/raw/images/Нц-46-260_orig.jpg,Нц-46-260,тарелка,профиль,фрагмент,фаянс,миска,профиль,фрагмент,фаянс,тарелка,профиль,фрагмент,фаянс,0,1,1,1,1,1,1,1,1,0,0
data/raw/images/Нц-46-335_orig.jpg,Нц-46-335,тарелка,донце,фрагмент,фаянс,тарелка,донце,фрагмент,фаянс,тарелка,донце,фрагмент,фаянс,1,1,1,1,1,1,1,1,0,0,0
data/raw/images/Нц-46-336_orig.jpg,Нц-46-336,тарелка,донце,фрагмент,фаянс,тарелка,донце,фрагмент,фаянс,тарелка,донце,фрагмент,фарфор,1,1,1,1,1,1,1,0,0,1,0
data/raw/images/Нц-46-422_orig.jpg,Нц-46-422,блюдце,профиль,фрагмент,фарфор,блюдце,профиль,фрагмент,фарфор,блюдце,профиль,фрагмент,фарфор,1,1,1,1,1,1,1,1,0,0,0
data/raw/images/Нц-46-593_orig.jpg,Нц-46-593,тарелка,профиль,фрагмент,фаянс,тарелка,донце,фрагмент,фаянс,тарелка,профиль,фрагмент,фаянс,1,0,1,1,1,1,1,1,1,0,0
data/raw/images/Нц-48-217_orig.jpg,Нц-48-217,миска,профиль,фрагмент,керамика,миска,профиль,фрагмент,керамика,миска,профиль,фрагмент,керамика,1,1,1,1,1,1,1,1,0,0,0
data/raw/images/Нц-52-389_orig.jpg,Нц-52-389,тарелка,венчик,фрагмент,керамика,тарелка,венчик,фрагмент,керамика,тарелка,венчик,фрагмент,керамика,1,1,1,1,1,1,1,1,0,0,0
data/raw/images/Нейш3А-2018-0138_orig.jpg,Нейш3А-2018-0138,тарелка,венчик,фрагмент,фарфор,тарелка,профиль,фрагмент,фарфор,блюдце,профиль,фрагмент,фарфор,1,0,1,1,0,0,1,1,0,1,1
data/raw/images/Нейш3А-2018-0189_orig.jpg,Нейш3А-2018-0189,крышка,__MISSING__,фрагмент,стекло,крышка,профиль,фрагмент,фаянс,крышка,профиль,фрагмент,стекло,1,0,1,0,1,0,1,1,1,0,1
data/raw/images/Нейш3А-2018-0203_orig.jpg,Нейш3А-2018-0203,тарелка,венчик,фрагмент,стекло,крышка,венчик,фрагмент,фаянс,крышка,венчик,фрагмент,стекло,0,1,1,0,0,1,1,1,1,0,1
data/raw/images/Нейш3А-2018-0349_orig.jpg,Нейш3А-2018-0349,тарелка,профиль,фрагмент,фаянс,тарелка,профиль,фрагмент,фаянс,тарелка,профиль,фрагмент,фарфор,1,1,1,1,1,1,1,0,0,1,0
data/raw/images/Нейш3А-2018-0373_orig.jpg,Нейш3А-2018-0373,крышка,__MISSING__,фрагмент,фаянс,тарелка,профиль,фрагмент,фаянс,тарелка,профиль,фрагмент,керамика,0,0,1,1,0,0,1,0,0,1,2
data/raw/images/Нейш3А-2018-0738_orig.jpg,Нейш3А-2018-0738,тарелка,профиль,фрагмент,фаянс,блюдце,профиль,фрагмент,фарфор,блюдце,профиль,фрагмент,фарфор,0,1,1,0,0,1,1,0,0,0,2
data/raw/images/Нейш3А-2018-0741_orig.jpg,Нейш3А-2018-0741,тарелка,венчик,фрагмент,фаянс,миска,профиль,фрагмент,фарфор,тарелка,профиль,фрагмент,фарфор,0,0,1,0,1,0,1,0,1,0,2
data/raw/images/Нейш3А-2018-0811_orig.jpg,Нейш3А-2018-0811,блюдце,профиль,фрагмент,фарфор,тарелка,профиль,фрагмент,фарфор,тарелка,профиль,фрагмент,фарфор,0,1,1,1,0,1,1,1,0,0,1
data/raw/images/Нейш3А-2018-0812_orig.jpg,Нейш3А-2018-0812,блюдце,__MISSING__,целый,фарфор,тарелка,профиль,фрагмент,фарфор,блюдце,профиль,фрагмент,фарфор,0,0,0,1,1,0,0,1,1,0,2
data/raw/images/Нейш3А-2018-0861_orig.jpg,Нейш3А-2018-0861,крышка,венчик,фрагмент,фаянс,крышка,профиль,фрагмент,керамика,крышка,ручка,фрагмент,керамика,1,0,1,0,1,0,1,0,0,0,2
data/raw/images/Нейш3А-2018-0871_orig.jpg,Нейш3А-2018-0871,блюдце,профиль,фрагмент,фарфор,тарелка,венчик,фрагмент,фарфор,блюдце,профиль,фрагмент,фарфор,0,0,1,1,1,1,1,1,2,0,0
data/raw/images/Нейш3А-2018-0947_orig.jpg,Нейш3А-2018-0947,тарелка,донце,фрагмент,фаянс,тарелка,донце,фрагмент,фаянс,тарелка,донце,фрагмент,фаянс,1,1,1,1,1,1,1,1,0,0,0
data/raw/images/Нейш3А-2018-0955_orig.jpg,Нейш3А-2018-0955,изразец,__MISSING__,фрагмент,керамика,изразец,венчик,фрагмент,керамика,изразец,ручка,фрагмент,керамика,1,0,1,1,1,0,1,1,0,0,1
data/raw/images/Нейш3А-2018-1190_orig.jpg,Нейш3А-2018-1190,тарелка,венчик,фрагмент,керамика,тарелка,венчик,фрагмент,керамика,тарелка,венчик,фрагмент,керамика,1,1,1,1,1,1,1,1,0,0,0
data/raw/images/Нейш3А-2018-1318_orig.jpg,Нейш3А-2018-1318,блюдце,профиль,фрагмент,фарфор,блюдце,профиль,фрагмент,фарфор,блюдце,профиль,фрагмент,фарфор,1,1,1,1,1,1,1,1,0,0,0
data/raw/images/Нейш3А-2018-1357_orig.jpg,Нейш3А-2018-1357,блюдце,профиль,фрагмент,фарфор,блюдце,профиль,фрагмент,фарфор,блюдце,профиль,фрагмент,фарфор,1,1,1,1,1,1,1,1,0,0,0
data/raw/images/Нейш3А-2018-1476_orig.jpg,Нейш3А-2018-1476,тарелка,донце,фрагмент,стекло,крышка,профиль,фрагмент,фарфор,крышка,профиль,фрагмент,фарфор,0,0,1,0,0,0,1,0,0,0,3
data/raw/images/Нейш3А-2018-1766_orig.jpg,Нейш3А-2018-1766,тарелка,венчик,фрагмент,фарфор,тарелка,профиль,фрагмент,фарфор,блюдце,профиль,фрагмент,фарфор,1,0,1,1,0,0,1,1,0,1,1
data/raw/images/Нейш3А-2018-1919_orig.jpg,Нейш3А-2018-1919,крышка,венчик,фрагмент,фарфор,тарелка,профиль,фрагмент,фарфор,тарелка,профиль,фрагмент,фарфор,0,0,1,1,0,0,1,1,0,0,2
data/raw/images/Нейш3А-2018-2087_orig.jpg,Нейш3А-2018-2087,тарелка,донце,фрагмент,керамика,тарелка,профиль,фрагмент,керамика,тарелка,профиль,фрагмент,керамика,1,0,1,1,1,0,1,1,0,0,1
data/raw/images/Нейш3А-2018-2098_orig.jpg,Нейш3А-2018-2098,миска,донце,фрагмент,керамика,тарелка,венчик,фрагмент,керамика,тарелка,венчик,фрагмент,керамика,0,0,1,1,0,0,1,1,0,0,2
data/raw/images/Нейш3А-2018-2327_orig.jpg,Нейш3А-2018-2327,крышка,ручка,фрагмент,фарфор,крышка,ручка,фрагмент,фарфор,крышка,ручка,целый,фарфор,1,1,1,1,1,1,0,1,0,1,0
data/raw/images/Нейш3А-2018-2329_orig.jpg,Нейш3А-2018-2329,крышка,ручка,фрагмент,фарфор,крышка,ручка,целый,фарфор,крышка,ручка,целый,фарфор,1,1,0,1,1,1,0,1,0,0,1
data/raw/images/Нейш3А-2018-2416_orig.jpg,Нейш3А-2018-2416,изразец,__MISSING__,фрагмент,керамика,изразец,венчик,фрагмент,керамика,изразец,венчик,фрагмент,керамика,1,0,1,1,1,0,1,1,0,0,1
data/raw/images/Нейш3А-2018-2550_orig.jpg,Нейш3А-2018-2550,крышка,ручка,фрагмент,фарфор,крышка,ручка,целый,фарфор,крышка,ручка,целый,фарфор,1,1,0,1,1,1,0,1,0,0,1
data/raw/images/Нейш3А-2018-2773_orig.jpg,Нейш3А-2018-2773,миска,профиль,фрагмент,керамика,изразец,венчик,фрагмент,керамика,миска,венчик,фрагмент,керамика,0,0,1,1,1,0,1,1,1,0,1
data/raw/images/Нейш3А-2018-2921_orig.jpg,Нейш3А-2018-2921,блюдце,профиль,фрагмент,фарфор,миска,профиль,фрагмент,фарфор,блюдце,профиль,фрагмент,фарфор,0,1,1,1,1,1,1,1,1,0,0
data/raw/images/Нейш3А-2018-2925_orig.jpg,Нейш3А-2018-2925,блюдце,донце,фрагмент,фарфор,тарелка,донце,фрагмент,фаянс,тарелка,профиль,фрагмент,фарфор,0,1,1,0,0,0,1,1,1,1,1
data/raw/images/Нейш3А-2018-3011_orig.jpg,Нейш3А-2018-3011,тарелка,профиль,фрагмент,фаянс,тарелка,профиль,фрагмент,фаянс,тарелка,профиль,фрагмент,фаянс,1,1,1,1,1,1,1,1,0,0,0
data/raw/images/Нейш3А-2018-3012_orig.jpg,Нейш3А-2018-3012,тарелка,профиль,фрагмент,фаянс,тарелка,профиль,фрагмент,фаянс,тарелка,профиль,фрагмент,фарфор,1,1,1,1,1,1,1,0,0,1,0
data/raw/images/Нейш3А-2018-4499_orig.jpg,Нейш3А-2018-4499,крышка,__MISSING__,целый,стекло,блюдце,донце,целый,фаянс,крышка,прочее,целый,стекло,0,0,1,0,1,0,1,1,2,0,1
data/raw/images/Нейш3А-2018-4914_orig.jpg,Нейш3А-2018-4914,тарелка,профиль,фрагмент,фаянс,тарелка,донце,фрагмент,фаянс,тарелка,донце,фрагмент,фаянс,1,0,1,1,1,0,1,1,0,0,1
data/raw/images/Нейш3А-2018-4945_orig.jpg,Нейш3А-2018-4945,блюдце,__MISSING__,целый,фарфор,тарелка,профиль,фрагмент,фаянс,тарелка,профиль,фрагмент,фарфор,0,0,0,0,0,0,0,1,1,0,3
data/raw/images/Нейш3А-2018-4972_orig.jpg,Нейш3А-2018-4972,тарелка,венчик,фрагмент,фарфор,тарелка,донце,фрагмент,фаянс,тарелка,донце,фрагмент,фарфор,1,0,1,0,1,0,1,1,1,0,1
data/raw/images/Нейш3А-2018-4973_orig.jpg,Нейш3А-2018-4973,тарелка,венчик,фрагмент,фарфор,тарелка,донце,фрагмент,фаянс,блюдце,донце,фрагмент,фарфор,1,0,1,0,0,0,1,1,1,1,1
data/raw/images/Нейш3А-2018-4977_orig.jpg,Нейш3А-2018-4977,тарелка,донце,фрагмент,фаянс,тарелка,донце,фрагмент,фаянс,тарелка,донце,фрагмент,керамика,1,1,1,1,1,1,1,0,0,1,0
data/raw/images/Нейш3А-2018-5229_orig.jpg,Нейш3А-2018-5229,тарелка,профиль,фрагмент,фаянс,тарелка,профиль,фрагмент,фарфор,тарелка,профиль,фрагмент,фарфор,1,1,1,0,1,1,1,0,0,0,1
data/raw/images/Нейш3А-2018-5706_orig.jpg,Нейш3А-2018-5706,блюдце,профиль,фрагмент,фарфор,блюдце,профиль,фрагмент,фарфор,блюдце,профиль,фрагмент,фарфор,1,1,1,1,1,1,1,1,0,0,0
data/raw/images/Нейш3А-2018-5863_orig.jpg,Нейш3А-2018-5863,тарелка,профиль,фрагмент,керамика,миска,профиль,фрагмент,керамика,миска,профиль,фрагмент,керамика,0,1,1,1,0,1,1,1,0,0,1
data/raw/images/Нейш3А-2018-5925_orig.jpg,Нейш3А-2018-5925,тарелка,профиль,фрагмент,керамика,миска,профиль,фрагмент,керамика,миска,профиль,фрагмент,керамика,0,1,1,1,0,1,1,1,0,0,1
data/raw/images/Нейш3А-2018-6025_orig.jpg,Нейш3А-2018-6025,тарелка,профиль,фрагмент,керамика,миска,профиль,фрагмент,керамика,миска,профиль,фрагмент,керамика,0,1,1,1,0,1,1,1,0,0,1
data/raw/images/Нейш3А-2018-7193_orig.jpg,Нейш3А-2018-7193,тарелка,профиль,фрагмент,фаянс,тарелка,донце,фрагмент,фаянс,тарелка,донце,фрагмент,фаянс,1,0,1,1,1,0,1,1,0,0,1
data/raw/images/Т-12-Р2-1438_orig.jpg,Т-12-Р2-1438,крышка,__MISSING__,фрагмент,керамика,тарелка,профиль,фрагмент,керамика,тарелка,профиль,фрагмент,керамика,0,0,1,1,0,0,1,1,0,0,2
data/raw/images/Т-12-Р2-2779_orig.jpg,Т-12-Р2-2779,блюдце,профиль,фрагмент,фарфор,тарелка,донце,фрагмент,фаянс,тарелка,донце,фрагмент,фарфор,0,0,1,0,0,0,1,1,1,0,2
data/raw/images/Т-12-Р2-2946_orig.jpg,Т-12-Р2-2946,крышка,__MISSING__,фрагмент,фаянс,крышка,ручка,фрагмент,фарфор,крышка,ручка,фрагмент,фарфор,1,0,1,0,1,0,1,0,0,0,2
data/raw/images/Т-12-Р3-1007_orig.jpg,Т-12-Р3-1007,блюдце,венчик,фрагмент,фарфор,блюдце,профиль,фрагмент,фарфор,блюдце,профиль,фрагмент,фарфор,1,0,1,1,1,0,1,1,0,0,1
data/raw/images/Т-12-Р3-1570_orig.jpg,Т-12-Р3-1570,изразец,__MISSING__,фрагмент,керамика,изразец,профиль,фрагмент,керамика,изразец,профиль,фрагмент,керамика,1,0,1,1,1,0,1,1,0,0,1
data/raw/images/Т-12-Р3-1578_orig.jpg,Т-12-Р3-1578,изразец,__MISSING__,фрагмент,керамика,изразец,профиль,фрагмент,керамика,изразец,профиль,фрагмент,керамика,1,0,1,1,1,0,1,1,0,0,1
data/raw/images/Т-12-Р3-1581_orig.jpg,Т-12-Р3-1581,изразец,__MISSING__,фрагмент,керамика,изразец,профиль,фрагмент,керамика,изразец,профиль,фрагмент,керамика,1,0,1,1,1,0,1,1,0,0,1
data/raw/images/Т-12-Р4-1084_orig.jpg,Т-12-Р4-1084,миска,венчик,фрагмент,керамика,миска,венчик,фрагмент,керамика,миска,венчик,фрагмент,керамика,1,1,1,1,1,1,1,1,0,0,0
data/raw/images/Т-12-Р4-1124_orig.jpg,Т-12-Р4-1124,блюдце,профиль,фрагмент,фарфор,блюдце,профиль,фрагмент,фарфор,блюдце,профиль,фрагмент,фарфор,1,1,1,1,1,1,1,1,0,0,0
data/raw/images/Т-12-Р4-1137_orig.jpg,Т-12-Р4-1137,миска,профиль,фрагмент,керамика,миска,профиль,фрагмент,керамика,миска,профиль,фрагмент,керамика,1,1,1,1,1,1,1,1,0,0,0
data/raw/images/Т-12-Р4-1162_orig.jpg,Т-12-Р4-1162,миска,профиль,фрагмент,керамика,изразец,профиль,фрагмент,керамика,миска,профиль,фрагмент,керамика,0,1,1,1,1,1,1,1,1,0,0
data/raw/images/Т-12-Р4-1177_orig.jpg,Т-12-Р4-1177,миска,профиль,фрагмент,керамика,миска,профиль,фрагмент,керамика,миска,профиль,фрагмент,керамика,1,1,1,1,1,1,1,1,0,0,0
data/raw/images/Т-12-Р4-1203_orig.jpg,Т-12-Р4-1203,крышка,__MISSING__,целый,фарфор,крышка,ручка,целый,фарфор,крышка,ручка,фрагмент,фарфор,1,0,1,1,1,0,0,1,0,1,1
data/raw/images/ВО-1л58-2017-0088_orig.jpg,ВО-1л58-2017-0088,тарелка,профиль,фрагмент,фарфор,тарелка,профиль,фрагмент,фарфор,тарелка,профиль,фрагмент,фарфор,1,1,1,1,1,1,1,1,0,0,0
data/raw/images/ВО-1л58-2017-0093_orig.jpg,ВО-1л58-2017-0093,тарелка,профиль,фрагмент,фарфор,тарелка,донце,фрагмент,фарфор,тарелка,профиль,фрагмент,фарфор,1,0,1,1,1,1,1,1,1,0,0
data/raw/images/ВО-1л58-2017-0235_orig.jpg,ВО-1л58-2017-0235,тарелка,профиль,фрагмент,фарфор,тарелка,профиль,фрагмент,фаянс,тарелка,профиль,фрагмент,фаянс,1,1,1,0,1,1,1,0,0,0,1
data/raw/images/ВО-1л58-2017-0306_orig.jpg,ВО-1л58-2017-0306,изразец,__MISSING__,фрагмент,керамика,изразец,профиль,фрагмент,керамика,изразец,профиль,фрагмент,керамика,1,0,1,1,1,0,1,1,0,0,1
data/raw/images/ВО-1л58-2017-0424_orig.jpg,ВО-1л58-2017-0424,крышка,__MISSING__,фрагмент,фаянс,тарелка,профиль,фрагмент,фаянс,крышка,профиль,фрагмент,фаянс,0,0,1,1,1,0,1,1,1,0,1
data/raw/images/ВО-1л58-2017-0447_orig.jpg,ВО-1л58-2017-0447,изразец,__MISSING__,целый,керамика,изразец,венчик,фрагмент,керамика,изразец,венчик,фрагмент,керамика,1,0,0,1,1,0,0,1,0,0,2
data/raw/images/ВО-1л58-2017-0475_orig.jpg,ВО-1л58-2017-0475,изразец,__MISSING__,фрагмент,керамика,изразец,венчик,фрагмент,керамика,изразец,венчик,фрагмент,керамика,1,0,1,1,1,0,1,1,0,0,1
data/raw/images/ВО-1л58-2017-0527_orig.jpg,ВО-1л58-2017-0527,изразец,__MISSING__,фрагмент,керамика,изразец,донце,фрагмент,керамика,изразец,венчик,фрагмент,керамика,1,0,1,1,1,0,1,1,0,0,1
data/raw/images/ВО-1л58-2017-0575_orig.jpg,ВО-1л58-2017-0575,блюдце,венчик,фрагмент,фарфор,тарелка,профиль,фрагмент,фаянс,тарелка,венчик,фрагмент,фарфор,0,0,1,0,0,1,1,1,2,0,1
data/raw/images/ВО-1л58-2017-0673_orig.jpg,ВО-1л58-2017-0673,миска,венчик,фрагмент,керамика,миска,венчик,фрагмент,керамика,миска,венчик,фрагмент,керамика,1,1,1,1,1,1,1,1,0,0,0
data/raw/images/ВО-1л58-2017-0714_orig.jpg,ВО-1л58-2017-0714,изразец,__MISSING__,фрагмент,керамика,изразец,венчик,фрагмент,керамика,изразец,венчик,фрагмент,керамика,1,0,1,1,1,0,1,1,0,0,1
data/raw/images/ВО-1л58-2017-0716_orig.jpg,ВО-1л58-2017-0716,изразец,__MISSING__,фрагмент,керамика,изразец,профиль,фрагмент,керамика,изразец,профиль,фрагмент,керамика,1,0,1,1,1,0,1,1,0,0,1
data/raw/images/ВО-1л58-2017-0717_orig.jpg,ВО-1л58-2017-0717,изразец,__MISSING__,фрагмент,керамика,изразец,венчик,фрагмент,керамика,изразец,венчик,фрагмент,керамика,1,0,1,1,1,0,1,1,0,0,1
data/raw/images/ВО-1л58-2017-0723_orig.jpg,ВО-1л58-2017-0723,изразец,__MISSING__,фрагмент,керамика,изразец,профиль,фрагмент,керамика,изразец,профиль,фрагмент,керамика,1,0,1,1,1,0,1,1,0,0,1
data/raw/images/ВО-1л58-2017-0735_orig.jpg,ВО-1л58-2017-0735,тарелка,венчик,фрагмент,фаянс,тарелка,венчик,фрагмент,керамика,тарелка,венчик,фрагмент,керамика,1,1,1,0,1,1,1,0,0,0,1
data/raw/images/ВО-1л58-2017-0767_orig.jpg,ВО-1л58-2017-0767,изразец,__MISSING__,целый,керамика,изразец,профиль,фрагмент,керамика,изразец,профиль,фрагмент,керамика,1,0,0,1,1,0,0,1,0,0,2
data/raw/images/ВО-1л58-2017-0780_orig.jpg,ВО-1л58-2017-0780,изразец,__MISSING__,фрагмент,керамика,изразец,профиль,фрагмент,керамика,изразец,профиль,фрагмент,керамика,1,0,1,1,1,0,1,1,0,0,1
data/raw/images/ВО-1л58-2017-0799_orig.jpg,ВО-1л58-2017-0799,тарелка,венчик,фрагмент,фарфор,тарелка,венчик,фрагмент,фаянс,тарелка,венчик,фрагмент,фарфор,1,1,1,0,1,1,1,1,1,0,0
data/raw/images/ВО-1л58-2017-1003_orig.jpg,ВО-1л58-2017-1003,изразец,__MISSING__,фрагмент,керамика,изразец,профиль,целый,керамика,изразец,профиль,фрагмент,керамика,1,0,0,1,1,0,1,1,1,0,1
data/raw/images/ВО-1л58-2017-1251_orig.jpg,ВО-1л58-2017-1251,изразец,__MISSING__,фрагмент,керамика,изразец,венчик,фрагмент,керамика,изразец,профиль,фрагмент,керамика,1,0,1,1,1,0,1,1,0,0,1
