code,name,description,material,size,fragm,cultlayer,execorg,survyear,image_file,match_rule,has_image,group_key,material_raw,type,type_is_missing,part,part_is_missing,integrity,integrity_is_missing,material_is_missing,label_is_uncertain,pool_candidate_labels_hidden
КБ-2014-Р2-0091,Крышка,Чайника фарфорового с полихромным цветочным и линейным декольным орнаментом крышка,__HIDDEN__,"Д=4,5; выс=2,5 см",Целый,Слой 1/ гориз.1,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р2-0091_orig.jpg,startswith,1,КБ-2014-Р2-0091,__HIDDEN__,__HIDDEN__,1,__HIDDEN__,1,__HIDDEN__,1,1,0,1
КБ-2014-Р2-0092,Блюдце,Блюдце фарфоровое с зеленым линейным орнаментом по краю внутри и клеймом на донце фр-ое,__HIDDEN__,"Двен=14; Ддон=8; выс=3,2 см",Фрагмент,Слой 1/ гориз.1,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р2-0092_orig.jpg,startswith,1,КБ-2014-Р2-0092,__HIDDEN__,__HIDDEN__,1,__HIDDEN__,1,__HIDDEN__,1,1,0,1
КБ-2014-Р2-0127,Тарелка,Тарелки фаянсовой с растительным полихромным орнаментом внутри донца клейменого фр-т,__HIDDEN__,Д=11 см,Фрагмент,Слой 1/ гориз.1,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р2-0127_orig.jpg,startswith,1,КБ-2014-Р2-0127,__HIDDEN__,__HIDDEN__,1,__HIDDEN__,1,__HIDDEN__,1,1,0,1
КБ-2014-Р2-0128,Крышка,Сосуда фарфорового рельефной крышки профиль,__HIDDEN__,"Д=4; выс=1,3 см",Фрагмент,Слой 1/ гориз.1,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р2-0128_orig.jpg,startswith,1,КБ-2014-Р2-0128,__HIDDEN__,__HIDDEN__,1,__HIDDEN__,1,__HIDDEN__,1,1,0,1
КБ-2014-Р2-0130,Блюдце,Блюдце фарфоровое с клеймом на донце фр-ое,__HIDDEN__,"Двен=15,5; Ддон=8; выс=2,5 см",Фрагмент,Слой 1/ гориз.1,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р2-0130_orig.jpg,startswith,1,КБ-2014-Р2-0130,__HIDDEN__,__HIDDEN__,1,__HIDDEN__,1,__HIDDEN__,1,1,0,1
КБ-2014-Р2-0132,Блюдце,Блюдце фарфоровое с полихромным пейзажным орнаментом и клеймом на донце профиль,__HIDDEN__,"Двен=ок159; Ддон=; выс=2,5 см",Фрагмент,Слой 1/ гориз.1,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р2-0132_orig.jpg,startswith,1,КБ-2014-Р2-0132,__HIDDEN__,__HIDDEN__,1,__HIDDEN__,1,__HIDDEN__,1,1,0,1
КБ-2014-Р2-0211,Блюдце,"Блюдца фарфорового с золотым линейным и буквенным синим орнаментом внутри и клеймом на донце, профиль",__HIDDEN__,"Двен=не определен; Ддон=8; выс=2,2 см",Фрагмент,Слой 3а/ гориз.2,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р2-0211_orig.jpg,startswith,1,КБ-2014-Р2-0211,__HIDDEN__,__HIDDEN__,1,__HIDDEN__,1,__HIDDEN__,1,1,0,1
КБ-2014-Р2-0218,Блюдце,"Блюдце фарфоровое с полихромным линейным и растительным орнаментом внутри и клеймом на донце, фр-ое",__HIDDEN__,"Двен=14,5; Ддон=8,5; выс=2,5 см",Фрагмент,Слой 1/ гориз.1,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р2-0218_orig.jpg,startswith,1,КБ-2014-Р2-0218,__HIDDEN__,__HIDDEN__,1,__HIDDEN__,1,__HIDDEN__,1,1,0,1
КБ-2014-Р2-0323,Миска,"Миски красноглиняной с зелено-коричневой поливой внутри с белым волновым и линейным белым орнаментом, профиль",__HIDDEN__,Двен=20; Ддон=10; выс=6 см,Фрагмент,Слой 3а/ гориз.2,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р2-0323_orig.jpg,startswith,1,КБ-2014-Р2-0323,__HIDDEN__,__HIDDEN__,1,__HIDDEN__,1,__HIDDEN__,1,1,0,1
КБ-2014-Р2-0331,Тарелка,Тарелки миниатюрной фарфоровой с полихромным и рельефным орнаментом внутри профиль,__HIDDEN__,"Двен=8; Ддон=4,5; выс=1,5 см",Фрагмент,Слой 2/ гориз.2,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р2-0331_orig.jpg,startswith,1,КБ-2014-Р2-0331,__HIDDEN__,__HIDDEN__,1,__HIDDEN__,1,__HIDDEN__,1,1,0,1
КБ-2014-Р2-0430,Блюдце,Блюдца фарфорового с полихромным растительным орнаментом внутри профиль с клеймом на донце,__HIDDEN__,Двен=13; Ддон=8; выс=3 см,Фрагмент,Слой 3а,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р2-0430_orig.jpg,startswith,1,КБ-2014-Р2-0430,__HIDDEN__,__HIDDEN__,1,__HIDDEN__,1,__HIDDEN__,1,1,0,1
КБ-2014-Р2-0431,Блюдце,Блюдца фарфорового с полихромным растительным орнаментом внутри профиль с клеймом на донце,__HIDDEN__,Двен=13; Ддон=8; выс=3 см,Фрагмент,Слой 3а,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р2-0431_orig.jpg,startswith,1,КБ-2014-Р2-0431,__HIDDEN__,__HIDDEN__,1,__HIDDEN__,1,__HIDDEN__,1,1,0,1
КБ-2014-Р2-0435,Крышка,Сосуда красноглиняного с коричневой снаружи и белой поливой внутри крышка,__HIDDEN__,"Д=8,5; выс=4 см",Целый,,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р2-0435_orig.jpg,startswith,1,КБ-2014-Р2-0435,__HIDDEN__,__HIDDEN__,1,__HIDDEN__,1,__HIDDEN__,1,1,0,1
КБ-2014-Р2-0484,Миска,Миски белоглиняной с нагаром и следами черной поливы снаружи и внутри профиль,__HIDDEN__,"Двен=16,5; Ддон=6,5; выс=6 см",Фрагмент,Слой 5/ гориз.3,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р2-0484_orig.jpg,startswith,1,КБ-2014-Р2-0484,__HIDDEN__,__HIDDEN__,1,__HIDDEN__,1,__HIDDEN__,1,1,0,1
КБ-2014-Р2-0485,Миска,Миски (?) с ручкой белоглиняного с нагаром и частичной зеленой поливой снаружи и внутри профиль,__HIDDEN__,"Двен=22; Ддон=13; выс=5,5 см",Фрагмент,Слой 5/ гориз.3,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р2-0485_orig.jpg,startswith,1,КБ-2014-Р2-0485,__HIDDEN__,__HIDDEN__,1,__HIDDEN__,1,__HIDDEN__,1,1,1,1
КБ-2014-Р2-0532,Тарелка,Тарелка фаянсовая с рельефным краем и растительным и пейзажным декольным синим орнаментом фр-ая с клеймом на донце,__HIDDEN__,"Двен=24; Ддон=14; выс=2,5 см",Фрагмент,Слой 4,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р2-0532_orig.jpg,startswith,1,КБ-2014-Р2-0532,__HIDDEN__,__HIDDEN__,1,__HIDDEN__,1,__HIDDEN__,1,1,0,1
КБ-2014-Р2-0568,Плитка,Плитка керамическая с клеймом,__HIDDEN__,5 х 5 х 1 см,Целый,Слой 2/ гориз.2,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р2-0568_orig.jpg,startswith,1,КБ-2014-Р2-0568,__HIDDEN__,__HIDDEN__,1,__HIDDEN__,1,__HIDDEN__,1,1,0,1
КБ-2014-Р2-0574,Крышка,Сосуда фаянсового с черной поливой снаружи и внутри крышки венчика фр-т,__HIDDEN__,Д=35 см,Фрагмент,Слой 5/ гориз.3,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р2-0574_orig.jpg,startswith,1,КБ-2014-Р2-0574,__HIDDEN__,__HIDDEN__,1,__HIDDEN__,1,__HIDDEN__,1,1,0,1
КБ-2014-Р2-0603,Изразец,Изразец фигурный красноглиняный с белой поливой,__HIDDEN__,"6,5 х 5,5 х 3,5 см",Целый,Слой 3/ гориз.2,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р2-0603_orig.jpg,startswith,1,КБ-2014-Р2-0603,__HIDDEN__,__HIDDEN__,1,__HIDDEN__,1,__HIDDEN__,1,1,0,1
КБ-2014-Р2-0605,Крышка,Сосуда фаянсового с белой поливой снаружи и внутри венчика крышки фр-т,__HIDDEN__,"Двен=16; выс=6,5 см",Фрагмент,Слой 3/ гориз.2,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р2-0605_orig.jpg,startswith,1,КБ-2014-Р2-0605,__HIDDEN__,__HIDDEN__,1,__HIDDEN__,1,__HIDDEN__,1,1,0,1
КБ-2014-Р2-0616,Блюдце,"Блюдце фаянсовое с белой поливой снаружи и внутри с синим и черным линейным орнаментом и клеймом на донце, профиль",__HIDDEN__,"Двен=15; Ддон=9,5; выс=3 см",Фрагмент,,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р2-0616_orig.jpg,startswith,1,КБ-2014-Р2-0616,__HIDDEN__,__HIDDEN__,1,__HIDDEN__,1,__HIDDEN__,1,1,0,1
КБ-2014-Р2-0638,Блюдце,"Блюдца фарфорового с золотым линейным орнаментом внутри, с клеймом на донце, профиль",__HIDDEN__,Двен=16; Ддон=9; выс=3 см,Фрагмент,Слой 3/ гориз.2,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р2-0638_orig.jpg,startswith,1,КБ-2014-Р2-0638,__HIDDEN__,__HIDDEN__,1,__HIDDEN__,1,__HIDDEN__,1,1,0,1
КБ-2014-Р2-0646,Блюдце,"Блюдце фарфоровое с золотым линейным и рельефным орнаментом внутри, с клеймом на донце фр-ое",__HIDDEN__,"Двен=14,5; Ддон=8,5; выс=3 см",Фрагмент,Слой 4,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р2-0646_orig.jpg,startswith,1,КБ-2014-Р2-0646,__HIDDEN__,__HIDDEN__,1,__HIDDEN__,1,__HIDDEN__,1,1,0,1
КБ-2014-Р2-0656,Миска,Миски белоглиняной с зеленой поливой снаружи и внутри профиль,__HIDDEN__,Двен=22; Ддон=10; выс=10 см,Фрагмент,,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р2-0656_orig.jpg,startswith,1,КБ-2014-Р2-0656,__HIDDEN__,__HIDDEN__,1,__HIDDEN__,1,__HIDDEN__,1,1,0,1
КБ-2014-Р2-0668,Блюдце,Сосуда (блюдца ?) фарфорового с золотым линейным орнаментом внутри донца с клеймом фр-т,__HIDDEN__,,Фрагмент,Слой 4,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р2-0668_orig.jpg,startswith,1,КБ-2014-Р2-0668,__HIDDEN__,__HIDDEN__,1,__HIDDEN__,1,__HIDDEN__,1,1,1,1
КБ-2014-Р2-0701,Изразец,Изразца (?) красноглиняного в виде колонны на постаменте фр-т,__HIDDEN__,"7,5+ х 6+ х 5+ см",Фрагмент,Слой 3/ гориз.2,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р2-0701_orig.jpg,startswith,1,КБ-2014-Р2-0701,__HIDDEN__,__HIDDEN__,1,__HIDDEN__,1,__HIDDEN__,1,1,1,1
КБ-2014-Р2-0712,Тарелка,"Тарелки фаянсовой с белой поливой снаружи и внутри с красным линейным орнаментом и рельефным краем, с клеймом на донце, профиль",__HIDDEN__,"Двен=19; Ддон=10; выс=2,5 см",Фрагмент,Слой 2а/ гориз.2,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р2-0712_orig.jpg,startswith,1,КБ-2014-Р2-0712,__HIDDEN__,__HIDDEN__,1,__HIDDEN__,1,__HIDDEN__,1,1,0,1
КБ-2014-Р2-0717,Крышка,Сосуда фаянсового с белой поливой внутри и снаружи с золотым линейным орнаментом крышка фр-ая,__HIDDEN__,Д=8; выс=5 см,Фрагмент,Слой 2/ гориз.2,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р2-0717_orig.jpg,startswith,1,КБ-2014-Р2-0717,__HIDDEN__,__HIDDEN__,1,__HIDDEN__,1,__HIDDEN__,1,1,0,1
КБ-2014-Р2-0773,Миска,Миска красноглиняная с белым ангобом снаружи и полихромной поливой внутри,__HIDDEN__,Двен=15; Ддон= 7; выс=4 см,Целый,Слой 5/ гориз.3,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р2-0773_orig.jpg,startswith,1,КБ-2014-Р2-0773,__HIDDEN__,__HIDDEN__,1,__HIDDEN__,1,__HIDDEN__,1,1,0,1
КБ-2014-Р2-0780,Крышка,Сосуда фаянсового с белой поливой снаружи и внутри крышка с навершием в виде цветка фр-ая,__HIDDEN__,"Д=3,3; выс=3,5 см",Фрагмент,Слой 5/ гориз.2,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р2-0780_orig.jpg,startswith,1,КБ-2014-Р2-0780,__HIDDEN__,__HIDDEN__,1,__HIDDEN__,1,__HIDDEN__,1,1,0,1
КБ-2014-Р2-0791,Блюдце,Блюдце миниатюрное фарфоровое,__HIDDEN__,"Двен=6; Ддон=3,5; выс=1,5 см",Целый,Слой 5/ гориз.3,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р2-0791_orig.jpg,startswith,1,КБ-2014-Р2-0791,__HIDDEN__,__HIDDEN__,1,__HIDDEN__,1,__HIDDEN__,1,1,0,1
КБ-2014-Р3-0049,Тарелка,Тарелки фарфоровой с белой поливой снаружи и внутри донца с двумя клеймами фр-т,__HIDDEN__,D15 см,Фрагмент,Слой 1/ гориз.1,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р3-0049_orig.jpg,startswith,1,КБ-2014-Р3-0049,__HIDDEN__,__HIDDEN__,1,__HIDDEN__,1,__HIDDEN__,1,1,0,1
КБ-2014-Р3-0114,Тарелка,Тарелка фаянсовая с белой поливой снаружи и белой поливой с коричневым надглазурным цветочным орнаментом в стиле деколь внутри профиль с клеймом на донце,__HIDDEN__,"Dвен=17; Dдон=9; Выс=1,6 см",Фрагмент,Слой 1/ гориз.1,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р3-0114_orig.jpg,startswith,1,КБ-2014-Р3-0114,__HIDDEN__,__HIDDEN__,1,__HIDDEN__,1,__HIDDEN__,1,1,0,1
КБ-2014-Р3-0116,Блюдце,Блюдечка фарфорового с белой поливой снаружи и белой поливой с зеленым подглазурным растительным орнаментом внутри профиль,__HIDDEN__,Dвен=8; Dдон=4; Выс=1 см,Фрагмент,Слой 1/ гориз.1,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р3-0116_orig.jpg,startswith,1,КБ-2014-Р3-0116,__HIDDEN__,__HIDDEN__,1,__HIDDEN__,1,__HIDDEN__,1,1,0,1
КБ-2014-Р3-0147,Изразец,Изразца белоглиняного с коричневой поливой и рельефным орнаментом снаружи карнизной части с румпой фр-т,__HIDDEN__,"16,5+ х 14,5 х 2,5; hрум=3 см",Фрагмент,Слой 2/ гориз.1,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р3-0147_orig.jpg,startswith,1,КБ-2014-Р3-0147,__HIDDEN__,__HIDDEN__,1,__HIDDEN__,1,__HIDDEN__,1,1,0,1
КБ-2014-Р3-0157,Блюдце,Блюдца фарфорового с белой поливой снаружи и белой поливой с полихромным надглазурным орнаментом и золотистой каймой внутри донце с клеймом,__HIDDEN__,"D6,5 см",Целый,Слой 2/ гориз.1,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р3-0157_orig.jpg,startswith,1,КБ-2014-Р3-0157,__HIDDEN__,__HIDDEN__,1,__HIDDEN__,1,__HIDDEN__,1,1,0,1
КБ-2014-Р3-0171,Тарелка,Тарелки фарфоровой с белой поливой снаружи и внутри донца с клеймом фр-т,__HIDDEN__,D13 см,Фрагмент,Слой 2/ гориз.1,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р3-0171_orig.jpg,startswith,1,КБ-2014-Р3-0171,__HIDDEN__,__HIDDEN__,1,__HIDDEN__,1,__HIDDEN__,1,1,0,1
КБ-2014-Р3-0252,Блюдце,Сосуда(блюдца) фарфорового с белой поливой снаружи и белой поливой с полихромным надглазурным орнаментом внутри донца с клеймом фр-т,__HIDDEN__,,Фрагмент,Слой 3/ гориз.1,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р3-0252_orig.jpg,startswith,1,КБ-2014-Р3-0252,__HIDDEN__,__HIDDEN__,1,__HIDDEN__,1,__HIDDEN__,1,1,0,1
КБ-2014-Р3-0268,Крышка,Крышки фаянсовой с бело-коричневой поливой снаружи с коричневым линейным орнаментом и бело-коричневой поливой внутри профиль,__HIDDEN__,"D11; Выс=1,5 см",Фрагмент,Слой 2/ гориз.1,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р3-0268_orig.jpg,startswith,1,КБ-2014-Р3-0268,__HIDDEN__,__HIDDEN__,1,__HIDDEN__,1,__HIDDEN__,1,1,0,1
КБ-2014-Р3-0302,Блюдце,Блюдце фарфоровое с белой поливой снаружи и бело-коричневой поливой с полихромным надглазурным цветочным орнаментом внутри фрагментированное с клеймом на донце,__HIDDEN__,"Dвен=15; Dдон=8; Выс=3,1 см",Фрагмент,Слой 3/ гориз.1,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р3-0302_orig.jpg,startswith,1,КБ-2014-Р3-0302,__HIDDEN__,__HIDDEN__,1,__HIDDEN__,1,__HIDDEN__,1,1,0,1
КБ-2014-Р3-0342,Изразец,Изразца красноглиняного плоского клейменого с белой поливой снаружи фр-т,__HIDDEN__,"16+ х 17,5+ х 1,5 см",Фрагмент,,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р3-0342_orig.jpg,startswith,1,КБ-2014-Р3-0342,__HIDDEN__,__HIDDEN__,1,__HIDDEN__,1,__HIDDEN__,1,1,0,1
КБ-2014-Р3-0397,Изразец,Изразца красноглиняного плоского клейменого с белой поливой снаружи фр-т,__HIDDEN__,,Фрагмент,Слой 2/ гориз.1,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р3-0397_orig.jpg,startswith,1,КБ-2014-Р3-0397,__HIDDEN__,__HIDDEN__,1,__HIDDEN__,1,__HIDDEN__,1,1,0,1
КБ-2014-Р3-0399,Тарелка,Тарелки красноглиняной с белым ангобом снаружи и бежево-коричневой поливой с полихромным орнаментом по белому ангобу внутри профиль,__HIDDEN__,"Dвен=15; Dдон=8; Выс=3,8 см",Фрагмент,Слой 2/ гориз.1,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р3-0399_orig.jpg,startswith,1,КБ-2014-Р3-0399,__HIDDEN__,__HIDDEN__,1,__HIDDEN__,1,__HIDDEN__,1,1,0,1
КБ-2014-Р3-0419,Крышка,Крышка пластмассовая красная с рельефной надписью,__HIDDEN__,6 х 5 х 1 см,Целый,Слой 2/ гориз.1,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р3-0419_orig.jpg,startswith,1,КБ-2014-Р3-0419,__HIDDEN__,__HIDDEN__,1,__HIDDEN__,1,__HIDDEN__,1,1,0,1
КБ-2014-Р3-0436,Тарелка,Тарелки фаянсовой с белой поливой снаружи и белой поливой с черным подглазурным растительным орнаментом в стиле деколь профиль с клеймом на донце,__HIDDEN__,"Dвен=17; Dдон=9; Выс=1,6 см",Фрагмент,Слой 2/ гориз.1,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р3-0436_orig.jpg,startswith,1,КБ-2014-Р3-0436,__HIDDEN__,__HIDDEN__,1,__HIDDEN__,1,__HIDDEN__,1,1,0,1
КБ-2014-Р3-0535,Миска,Миски белоглиняной с серо-желтой поливой внутри профиль с ручкой,__HIDDEN__,"Dвен=17; Dдон=14; Выс=5,5 см",Фрагмент,Слой 5/ гориз.2,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р3-0535_orig.jpg,startswith,1,КБ-2014-Р3-0535,__HIDDEN__,__HIDDEN__,1,__HIDDEN__,1,__HIDDEN__,1,1,0,1
КБ-2014-Р4-248,Блюдце,"Блюдца фарфорового с цветочным орнаментом внутри и клеймом снаружи на дне ""Тво МСКУЗНЕЦОВА"" фрагмент",__HIDDEN__,D14 см,Фрагмент,Слой 3,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р4-248_orig.jpg,startswith,1,КБ-2014-Р4-248,__HIDDEN__,__HIDDEN__,1,__HIDDEN__,1,__HIDDEN__,1,1,0,1
КБ-2014-Р4-250,Блюдце,"Блюдца фарфорового с цветочным орнаментом внутри и клеймом снаружи на дне ""Тво М.С.КУЗНЕЦОВА"" фрагмент",__HIDDEN__,"D14,5 см",Фрагмент,Слой 3,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р4-250_orig.jpg,startswith,1,КБ-2014-Р4-250,__HIDDEN__,__HIDDEN__,1,__HIDDEN__,1,__HIDDEN__,1,1,0,1
КБ-2014-Р4-307,Блюдце,"Блюдца фарфорового фрагмент на дне клеймо в круге ""ВР"" ниже ""КУЗНЕЦОВА"" фрагмент",__HIDDEN__,D14 см,Фрагмент,Слой 3,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р4-307_orig.jpg,startswith,1,КБ-2014-Р4-307,__HIDDEN__,__HIDDEN__,1,__HIDDEN__,1,__HIDDEN__,1,1,0,1
КБ-2014-Р4-424,Миска,"Миска фаянсовая на дне клеймо ""М.С.КУЗНЕЦОВА. Въ г. Ригъ""",__HIDDEN__,D8 см,Целый,Слой 3,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р4-424_orig.jpg,startswith,1,КБ-2014-Р4-424,__HIDDEN__,__HIDDEN__,1,__HIDDEN__,1,__HIDDEN__,1,1,0,1
КБ-2014-Р4-462,Изразец,Изразец печной красноглиняный с кобальтовой росписью по белой поливе,__HIDDEN__,,Целый,Слой 5в,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р4-462_orig.jpg,startswith,1,КБ-2014-Р4-462,__HIDDEN__,__HIDDEN__,1,__HIDDEN__,1,__HIDDEN__,1,1,0,1
КБ-2014-Р4-494,Тарелка,"Тарелки фарфоровой с цветочным рисунком внутри и клеймом на дне снаружи  ""G"" дна фрагмент",__HIDDEN__,"5,5х7 см",Фрагмент,Слой 5б,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р4-494_orig.jpg,startswith,1,КБ-2014-Р4-494,__HIDDEN__,__HIDDEN__,1,__HIDDEN__,1,__HIDDEN__,1,1,0,1
КБ-2014-Р4-495,Изразец,Изразца красноглиняного с белой поливой и кобальтовой пейзажной росписью лицевой платины фрагмент,__HIDDEN__,16х8х3 см,Фрагмент,Слой 5б,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р4-495_orig.jpg,startswith,1,КБ-2014-Р4-495,__HIDDEN__,__HIDDEN__,1,__HIDDEN__,1,__HIDDEN__,1,1,0,1
КБ-2014-Р4-517,Тарелка,"Тарелки фаянсовый с цветочным рисунком внутри и клеймом синей краской снаружи  изображение герба ""фабрики гарднеръ"" фрагмент",__HIDDEN__,5х6 см,Фрагмент,Слой 1,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р4-517_orig.jpg,startswith,1,КБ-2014-Р4-517,__HIDDEN__,__HIDDEN__,1,__HIDDEN__,1,__HIDDEN__,1,1,0,1
КБ-2014-Р4-571,Тарелка,"Тарелки фарфоровой профиля фрагмент на вдавленное клеймо герб ""М .С. КУЗНЕЦОВА 4""",__HIDDEN__,D11.5 см,Фрагмент,Слой 1,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р4-571_orig.jpg,startswith,1,КБ-2014-Р4-571,__HIDDEN__,__HIDDEN__,1,__HIDDEN__,1,__HIDDEN__,1,1,0,1
КБ-2014-Р5-0032,Крышка,Сосуда фарфорового с белой поливой внутри и снаружи с рельефным орнаментом крышка,__HIDDEN__,"Д=4; выс=1,3 см",Целый,Слой 1/ гориз.1,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р5-0032_orig.jpg,startswith,1,КБ-2014-Р5-0032,__HIDDEN__,__HIDDEN__,1,__HIDDEN__,1,__HIDDEN__,1,1,0,1
КБ-2014-Р5-0035,Тарелка,"Тарелки фаянсовой с белой поливой снаружи и внутри с полихромным декольным растительным орнаментом, с клеймом на донце, профиль",__HIDDEN__,Ддон=10; выс=2 см,Фрагмент,Слой 1/ гориз.1,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р5-0035_orig.jpg,startswith,1,КБ-2014-Р5-0035,__HIDDEN__,__HIDDEN__,1,__HIDDEN__,1,__HIDDEN__,1,1,0,1
КБ-2014-Р5-0066,Блюдце,Блюдце фарфоровое с белой поливой снаружи и внутри с золотым линейным орнаментом и клеймом на донце фр-ое,__HIDDEN__,"Двен=13; Ддон=7; выс=3,5 см",Фрагмент,,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р5-0066_orig.jpg,startswith,1,КБ-2014-Р5-0066,__HIDDEN__,__HIDDEN__,1,__HIDDEN__,1,__HIDDEN__,1,1,0,1
КБ-2014-Р5-0068,Блюдце,"Блюдце фарфоровое с белой поливой снаружи и внутри с синим линейным и зеленым растительным орнаментом, клеймом на донце фр-ое",__HIDDEN__,"Двен=14; Ддон=7,5; выс=2,5 см",Фрагмент,,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р5-0068_orig.jpg,startswith,1,КБ-2014-Р5-0068,__HIDDEN__,__HIDDEN__,1,__HIDDEN__,1,__HIDDEN__,1,1,0,1
КБ-2014-Р5-0071,Блюдце,"Блюдца фарфорового с белой поливой снаружи и внутри с полихромным и рельефным орнаментом, с клеймом на донце профиль",__HIDDEN__,Двен=15; Ддон=10; выс=3 см,Фрагмент,,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р5-0071_orig.jpg,startswith,1,КБ-2014-Р5-0071,__HIDDEN__,__HIDDEN__,1,__HIDDEN__,1,__HIDDEN__,1,1,0,1
КБ-2014-Р5-0072,Блюдце,"Блюдце фарфоровое с белой поливой снаружи и белой и зеленой внутри с полихромным растительным и рельефным орнаментом, профиль",__HIDDEN__,"Двен=14; Ддон=7,5; выс=2,5 см",Фрагмент,,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р5-0072_orig.jpg,startswith,1,КБ-2014-Р5-0072,__HIDDEN__,__HIDDEN__,1,__HIDDEN__,1,__HIDDEN__,1,1,0,1
КБ-2014-Р5-0074,Крышка,Сосуда фарфорового с белой поливой внутри и снаружи с полихромной растительной росписью и рельефным орнаментом крышка фр-ая,__HIDDEN__,"Д=6,5 см",Фрагмент,,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р5-0074_orig.jpg,startswith,1,КБ-2014-Р5-0074,__HIDDEN__,__HIDDEN__,1,__HIDDEN__,1,__HIDDEN__,1,1,0,1
КБ-2014-Р5-0081,Блюдце,Блюдце фарфоровое с белой поливой снаружи и внутри клеймом на донце фр-ое,__HIDDEN__,"Двен=13,5; Ддон=7; выс=3 см",Фрагмент,,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р5-0081_orig.jpg,startswith,1,КБ-2014-Р5-0081,__HIDDEN__,__HIDDEN__,1,__HIDDEN__,1,__HIDDEN__,1,1,0,1
КБ-2014-Р5-0093,Тарелка,"Тарелка фаянсовая с белой поливой снаружи и внутри с синим декольным растительным орнаментом и клеймом на донце, фр-ая",__HIDDEN__,"Двен=18,5; Ддон=9,5; выс=2,5 см",Фрагмент,,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р5-0093_orig.jpg,startswith,1,КБ-2014-Р5-0093,__HIDDEN__,__HIDDEN__,1,__HIDDEN__,1,__HIDDEN__,1,1,0,1
